id|code|name
76113|8704219900|"Автомобіль вантажний, призначений для перевезення вантажів дорогами загального користування, б/в, -марка згідно з довідником ""RENAULT"", -модель згідно з довідником KANGOO RAPID, -календарний рік виготовлення 2003, -модельний рік виготовлення 2003, -кузов номер VF1FC09AF28985026, -тип кузова-вантажний фургон, -об'єм двигуна 1461см3, дизельний,-потужність 42кВт, -номер двигуна-невизначений, -маса в разі повного навантаження 1610кг, -вантажопідйомність 495кг,-загальна кількість місць,включаючи водія-1, -колісна формула 4х2, -категорія ТЗ за документами виробника-N1, -виготовлений не на базі кузова легкового автомобіля, Внутрішній простір ТЗ не має стаціонарно встановлених місць для сидіння пасажирів та пристосування для їх кріплення, відсутні місця кріплення ременів безпеки, відсутні ознаки комфорту вантажного відсіку. Наявна перегородка вантажного відсіку. Відсутні вікна в бокових панелях задньої частини кузова. Виробник: ""RENAULT"", FR. Торговельна марка ""RENAULT""."
75852|8704219900|"Автомобіль вантажний, призначений для перевезення вантажів дорогами загального користування: -бувший у використанні,-марка згідно з довідником ""RENAULT"", -модель згідно з довідником KANGOO 1,5DCI, -календарний рік виготовлення 2005,-модельний рік виготовлення 2005, -кузов номер VF1FC07AF33953805, -тип кузова-вантажний фургон, -об'єм двигуна 1461см3, дизельний -потужність 48кВт, -номер двигуна-невизначений, -маса в разі повного навантаження 1675кг, -вантажопідйомність 631кг, -загальна кількість місць, включаючи водія-2, -колісна формула 4х2, -категорія Т3 за документами виробника-N1,-виготовлений не на базі кузова легкового автомобіля, Реєстраційний номер:6FDL18 Внутрішній простір Т3 не має стаціонарно встановлених місць для сидіння пасажирів та пристосування для їх кріплення, відсутні місця кріплення ременів безпеки,відсутні ознаки комфорту вантажного відсіку. Наявна перегородка вантажного відсіку. Відсутні вікна в бокових панелях задньої частини кузова. Виробник:""RENAULT "",FR. Торговельна марка ""RENAULT""."
101600|8427201100|Автонавантажувачі колісні фронтальні, одноковшові, телескопічн:-MFF3226 Навантажувач DIECI AGRI STAR 37.7 FPT-1шт. зав.№ XBC1851711 двигун дизель №001586234Торговельна марка: DIECI. Країна виробництва: IT. Виробник: DIECI S.R.L.
90895|8518220090|Акустична система (звукова панель) - являє собою комплект гучномовців (4.1- канальна аудіо система та вбудований подвійний сабвуфер), що вмонтовані в один корпус.
68615|3402119000|Аніонна поверхнево-активна органічна речовина (сполука невизначеного хімічного складу: натрій, алкіл С10-С16, ефір сульфат (sodium alkyl C10-C16 ether sulfate): STEOL CS-270 CIT.Торгівельна марка: STEOL
22108|3402119000|"Аніоноактивна поверхнево-активна речовина у вигляді водного розчиніну: ""NANSA LSS38/AS"" (альфа-олефінсульфонат натрію). Використовується як сировина для вир-ва засобів побутової хімії та косметики."
14294|8520 90|Апарат
22162|9018120000|Апарати діагностичні для ультразвукових обстежень (сканери) та їх складовічастини.Система ультразвукова діагностична MyLab Five -1 шт.(у складі: датчик LA523 лінійний),Система ультразвукова діагностична MyLab Five -1 шт. (у складі: датчик СA1421 конвексний, SC3123 датчик).
1376|9010100000|Апаратура й обладнання для автоматичного проявлення чи для автоматичного друку проявлених плівок
22224|8537109990|Апаратура керування обладнанням для виробництва піщаних ливарних форм згідно специфікації №CD/025/09-PM №804/092-357-380, на напругу 380В, у складі: „головна   панель живлення та керування” поз. А.13 з програмним забезпеченням „САТА2” поз. А.18, „графічна панель оператора” поз. А.21 з програмним забезпеченням „АССU PUMP” поз. А.22, „система дистанційного радіо керування” поз. А.17, „головна панель живлення та керування” поз. J.09 та поз. Е.08, „електрична панель фільтра” поз. D.03, „пульт керування вібростолом поз. „В.02”, „датчик рівня” поз. Е.06.1 та поз. Н.05.1, „клапан запобігання взриву” поз. К.05.1, „клапан запобігання вакуумірованія” поз. К.05.2, „датчик рівня” поз. А.08.1, „клапан запобігання взриву” поз. Е.06.2, „клапан запобігання вакуумірованія” поз. Е.06.3, „електронна  система керування” поз. А.04.
32851|9019109000|Апаратура масажна, побутова (не медичного призначення), для стоп: Масажер для ніг з силікону Foot Massage Mat 1647-А - 3600компл.Країна виробництва CN, Китай. Виробник: Holly Industrial Products Company Ltd.Торговельна марка Holly Industrial Products Company Ltd.2.Місць-150 (у картон. коробках).
22235|9026208000|апасні частини со сільськогосподарської техніки (до навантажувачів марки JCB 531-70) датчик тиску SRS арт.701/80402 - 1шт
118|3302104000|"Ароматизатори для виготовлення напоїв ""Коньяк"" арт. 3183160037, ""Диня"" арт. 3186650004, ""Кристальна лимонна есенція"" арт. 3110050304, ""Тонік"" арт. 3182780001, до складу яких (залежно від конкретного найменування) входять натуральні та ідентичні ...."
112597|5208390000|Арт. FY3265 Тканина пофарбована (синього кольору) комбінованого переплетення, виготовлена з волокон бавовни – 97,3±0,3% та еластомірних ниток з поліуретану – 2,7±0,3%, просочення, дублювання і покриття пластмасами проби, що спостерігається неозброєним оком, не виявлено. Ширина проби (з урахуванням пругів) складає 147,0±0,3 см. Поверхнева щільність 178±2 г/м?.
88302|5407530000|Арт. 15101 (COLOR 1, COLOR 5, COLOR 6, COLOR 7): тканина складного переплетення, з синтетичних комплексних текстурованих поліефірних ниток 100%, з ниток різних кольорів, без покриття та просочення. Загальна ширина 149 см. Поверхнева щільність 268 г/м2.
103284|3814009090|арт.VSB-060 Очищувач гальмівної системи і зчеплення Brake Cleaner 450ml (склад: легкий аліфатичний розчинник нафта (нафта)- 45-65%, 2-Пропанол - 10-15%, Ксилол - 1-5%, Пропан (C3H8) - 10-15%, N-Бутан10-15%) В аерозольній упаковці. Торговельна марка: AXXIS. Виробник: GUANGZHOU HELIOSON CAR CARE CO.,LTD, Китай.
15987|2930901600|ацетилцистеїн 
81612|2309909910|"Багатокомпонентна суміш ""Фід-Фуд Бройлер Супрім""  для внесення в корми тваринам (дозування 0,625%), яка містить у своєму складі вітаміни, мінеральні речовини, сполуки кальцію та кремнію (можуть бути носіями), амінокислоти; без вмісту глюкози (сиропу глюкози), мальтодекстрину (сиропу мальтодекстрину), молочного цукру, Торгівельна марка: Feed-Food.Виробник: Premier Nutrition Products Ltd.Країна виробництва: GB"
43068|8428209100|Багатокомпонентне пневматичне конвеєрне обладнання, призначене для транспортування сипких матеріалів (піску) для використання у ливарному виробництві у складі комплексу для виготовлення ливарних стрижнів, що складається згідно із специфікацією виробника з наступних складових: 1) сталева труба діметром 200 мм для завантаження пневмокамерного насосу з одного бункера з однією непривідною заслінкою для регулювання подачі піску; 2) пневмокамерний насос типу PL 750, що являє собою сертифіковану ємність, яка працює під тиском, обладнану пневматичним устаткуванням (пневматичний нагнітач із сапунним клапаном, лінійний пневматичний підсилювач), рівнемірами, трубопровідною арматурою та електропневматичною панеллю керування; технічні характеристики: місткість - 750 л, діаметр - 1000 мм, висота - 1955 мм, максимальний робочий тиск - 8 атм, робочий тиск - від 2 до 6 атм, діаметр труби - 125 мм; 3) вигнуті трубні секції на 45° із зносостійкого чавуну у комплекті з кріпильними виробами; 4) лінійний пневматичний підсилювач для транспортування піску (максимальний робочий тиск – 8 атм); 5) товстостінний стальний бай-пас 45° діаметром 125 мм у комплекті з двома заслінками з пневматичним приводом та кріпильними виробами; 6) приймальна секція для трубопроводу діаметром 125 мм у комплекті з кріпильним обладнанням; 7) клапан попередження вибуху (запобіжний клапан); 8) ємнісний датчик рівня; 9) панель живлення та керування в ручному та автоматичних режимах системою пневмотранспорту
119831|5207900000|Багатокручена восьминиткова пряжа, кольорова, волокна бавовни - 55,6%+-0,5%; синтетичні штапельні волокна поліакрилонітрилу-44,4%+-0,5%
51068|8443319100|"Багатофункціональний лазерний апарат торгівельної марка Canon, з завантажувальним диском, з можливістю підключення до машин автоматичного оброблення інформації за допомогою порта USB та мережі, з швидкістю друку 30ст. за 1хв., що складається з : принтер КМА IR ADV C2030I з п'єдесталом IR ADV C2000 (арт.3613B005AA)-13шт., блок считування (сканер) тип D1 (арт.3751B001AA)-13шт., факс-плата Super G3 AH1 (арт.3780B003AA)-13шт., фінішер внутрішній С1 (арт.3756B001AA)-13шт. Виробник:""Canon (Suzhou) Inc.""КМА IR 2520I (арт.3796B004AB)-2шт. Виробник:""Canon Finetech (Suzhou)Business Machines Inc.""Країна виробництва - CN."
22296|6307901000|Бандажі еластичні трикотажні, головна функція яких (фіксація) здійснюється за рахунок еластичності текстильних матеріалів. Бандаж для гомілкового суглобу: LIGASTRAP арт. 2180. Фірма вир. THUASNE, торгівельна марка THUASNE, країна вир. FR.
69837|3212909000|Барвники для фарбування деревини, не в аерозольнійупаковці, розфасовані для роздрібної торгівлі:- Irgasperse U Orange 266 liquid(Irgasperse Orange R-U), фасування- каністра 20кг.Хімічний склад: Дисперсія на основі органічногокислотного барвника і органічних розчинників(Tetrahydrofurfuryl alcohol CAS: 97-99-4- 15-20%;2-Propanol, 1-ethoxy CAS: 1569-02-4- 40-45%;Chromate(2-) CAS: 56819-40-0- 15-24%).Форма виготовлення хімічних речовин- рідка.- Irgasperse U Yellow 136 liquid (Irgasperse Yellow 2R-U2), фасування- каністра 20кг.Хімічний склад: Дисперсія на основі органічного кислотного барвника і органічних розчинників (1-Methoxy-2-propanol CAS: 107-98-2- 60-70%, Acid Yellow 220 CAS: 71603-79-7- 20-30%). Форма виготовлення хімічних речовин- рідка.Країна виробництва FR.Виробник BASF SE.Торговельна марка Irgasperse.
108537|8507800000|Батарейний модуль/Battery module, арт. BAT-202, ємністю 2300мАг, напруга вх./вих.4,7-5В/4,5-6В, струм вх./вих-500мА/0,5А, надає живлення датчику NeuLog або ланцюгу датчиків NeuLog, що працюють в офлайн-режимі, і датчиками, підключеним до модуля RF-комунікації, Використовується для навчання. Торгівельна марка-NeuLog. Виробник:S.E.S.-Scientific Educational Systems Ltd. Країна виробництва: IL.
33053|2530909800|"Бій та непридатні до використання абразивні матеріали та інструмент - 20000кг.Використовується для отримання абразивного порошка різних фракцій методом подрібнення. Країна виробництва: RU. Виробник: ТОВ ""КРЕМЭКС"" 2. Місць 29. Пакування: біг-беги. Маркування: відсутнє."
84876|2701121000|"Бітумінозне вугілля: ""коксівне вугілля"". За визначеними показниками являє собою сипку речовину чорного кольору із характерним блиском, у вигляді суміші часток та кусків розміром від дріб’язку до 60 мм. Визначений вміст вологи (Wa) в аналітичній пробі становить 4,5 ± 0,1 % . Визначений вміст золи (Aa) в аналітичній пробі становить 16,0 ±0,1 % .Визначений вміст летких речовин в перерахунку на суху безмінеральну основу (Vdaf) становить 33,0 ± 0,1 % ..В якісному елементному складі виявлені: алюміній, кремній, сірка, залізо, титан, калій, кальцій, а також домішки марганцю, міді, нікелю, цинку, стронцію тощо."
82887|3815909090|Блокфіл, компонент В (1 пластикових каністри по 35 кг)-35кг, являє собою суміш, до складу якої входять сірчана кислота (CAS № 7664-93-9) - 25-50%, фенолсульфокислота (CAS № 98-67-9) – 25-50%, фосфорная кислота (CAS № 7664-38-2) – 2,5-10%, фенол (CAS № 108-95-2) ? 2,5%», має вигляд прозорої рідини світло-фіолетового кольору, у складі якої містяться фенол сульфокислоту та сполуки фосфору, кальцію, заліза, цинку. Є компонентом двокомпонентної фенольної смоли, яка вспінюється. Являє собою суміш різних кислот, які впливають на реакцію вспінювання та завтердження смоли. Затвердження феноло-формальдегідних смол – продовження реакції конденсації відбувається при нагріванні або у присутності кислотних каталізаторів (компонент В). Зразки надаються на безоплатній основі для проведення технологічних випробувань, з метою подальшого оформлення договору на поставку.
94691|6206100000|Блузки Fabiana Filippi для жiнок або дiвчат текстильні:-арт. 933TE17, колір VR2, розмір 40, 42, склад: 96%SE, 4%EA;-арт. 933TE17, колір VR5, розмір 44, 46, склад: 96%SE, 4%EA;-арт. 934TE17, колір VR1, розмір 42, 44, склад: 96%SE, 4%EA; арт. 934TE17, колір VR5, розмір 40, 42, склад: 96%SE, 4%EA.
116414|7318159590|Болти з з різьбою, комплект №16 арт.9RC1821-16-2шт, з циліндричною головкою без шліців, без зганей, з круглим підголовком для тримання диска колеса маточиною.
97221|7318157000|болти з шестигранною головкою, з корозійностійкої (нержавіючої) сталі М20х130 з шайбами - 6 шт.,
22428|6404209000|Босоніжки жіночі з верхом з текстильних матеріалів, на шкіряній підошві: арт. 11PSBAL17TDEN01, арт.11PSBAL17TRAY01.
78851|2903493000|Бромтрифторетан    C2H2BrF3  CAS:421-06-7
16991|852869|"Вiдеопроектори, що дiють за допомогою плоскопанельного дисплея ""flat panel display"" [методичні рекомендації щодо класифікації]*"
80183|8423109000|"Ваги для зважування людей модель VT-1953, максимальна вага 180 кг, Торгівельна марка Vitek, Виробник ""AN-DER PRODUCTS"" GMBH/""HEAVY POWER ELECTRONICS LTD.""Китай"
116674|8606300000|Вагон коксогасильний - 1шт. Виробник: Hude Gmbh (Німеччина).
54381|2710196100|"Важкий дистилят – паливо пічне побутове у кількості 55,884 т. Уявляє собою суміш аліфатичних вуглеводнів з незначними домішками ароматичних сполук. Фракційний склад: 43об.% проби переганяється при 250 гр.С; 83% проби переганяється при 350 гр.С. Вміст сірки становить 0,1458 мас.%. Температура спалаху у закритому тиглі становить + 21 гр.С. Кінематична в'язкість при температурі 50 гр.С, становить - 2,23x10(-6) м2/с. Густина при 20 гр.С,- 0,824 г/см3. Колориметрична характеристика К L 0,5 одиниць. За фракційним складом не відповідає терміну газойлі. Торгівельна марка: відсутня. Виробник: ТОО ""EN-GIN PRODUCTION"". Країна виробництва: (KZ) Казахстан."
22462|2710195100|"Важкий дистилят, вакуумний газойль, вид 1, марка А, ТУ 38.1011304-2004, містить важкі нафтові фракції (та інші нафтопродукти) 0,55мас.% яких (включаючи втрати) переганяється при температурі 250град.С та 6,74мас.% яких (включаючи втрати ) переганяється при температурі 350 град.С, , вміст масової частки сірки - 0,173%., колометрична характеристика1,5, кінематична в'язкість при температурі 50 град.С - 18,94 мм2/с, температура застигання - 36 град.С. Використовується в якості сировини для переробки шляхом каталітичного крекінгу.Виробник: ТОО ""ПетроКазахстан ойл Продактс"". Країна виробництва KZ (Казахстан)."
22463|2710196100|"Важкий дистилят, вакуумний газойль, вид 1, марка А, ТУ 38.1011304-2004, містить важкі нафтові фракції (та інші нафтопродукти) 0,7мас.% яких (включаючи втрати) переганяється при температурі 250град.С та 3,71мас.% яких (включаючи втрати ) переганяється при температурі 350 град.С, , вміст масової частки сірки - 0,23%., колометрична характеристика1,5, кінематична в'язкість при температурі 50 град.С - 17,53 мм2/с, температура застигання - 35 град.С. Виробник: ТОО ""ПетроКазахстан ойл Продактс"". Країна виробництва KZ (Казахстан)."
75086|2710196100|Важкий дистилят: Паливо пічне побутове, вид III, ТУ 38.101656-2005, містить важкі нафтові фракції (та інші нафтопродукти) 18 об.% яких (включаючи втрати (1,0 об.%)) переганяється при температурі 250°С, та 70 об.% яких (включаючи втрати (1,0 об.%)) переганяється при температурі 350°С. Масова частка сірки становить 0,0739 мас.%. Температура спалаху в закритому тиглі становить +87°С.
53128|2710196300|"Важкий дистилят, паливо рідке, що містить суміш аліфатичних вуглеводнів, 26 об.% яких переганяється при 250 град.С, 56 об.% - при 350 град.С, вміст сірки становить 1,032 мас.% (згідно паспорту якості), виробник ООО ""Форас"", RU."
48920|2710194110|Важкий дистилят,газойль: паливо дизельне автомобільне (ЕН 590), 42 об.% яких (включаючи витрати) переганяється при температурі 250 град.C та 96 об.% яких (включаючи витрати) переганяється при температурі до 350 град.C ; масова частка сірки - 0,0024 мас.%; температура спалаху 69 град.С.
52386|2710196100|"Важкий дистилят(паливо рідке):Паливо пічне побутове, вид ІІІ,ТУ 38.101656-2005 що відповідає вимогам ГСТУ 320.00149943.010-98,містить важкі нафтові фракції (та інші нафтопродукти) фракційний склад: 20 об.% проби (включаючи втрати (1,0 об.%)) переганяється при 250 град.С, 73 об.% проби (включаючи втрати (1,0 об.%)) переганяється при 350 град..С, Визначений вміст сірки становить 0,0774 мас.%, Температура спалаху проби в закритому тиглі становить +79 град.С Вага 349,850тис.кг.Налив Виробник:ВАТ""Мозирський НПЗ"". Країна виробництва BY. 2.місць 0."
44757|2710194110|"Важкі дистиляти, газойлі - паливо дизельне автомобільне EH-590: 37 об.% переганяється при 250 град.С; 96 об.% переганяється при 350 град.С; уміст сірки 0,0009 мас.%; температура спалаху 77 град.С. Виробник: ""Нафтан"", Білорусь."
22516|2710194110|"Важкі дистиляти, газойлі, для інших цілей: дизельне паливо (клас F), вид II. Містить важкі нафтові фракції (та інші нафтопродукти) 43 об.% яких  (враховуючи втрати) переганяється при температурі 250 гр. С та 95 об.% яких (враховуючи втрати) переганяється при температурі 350 гр.С. Масова частка сірки 0,0012 мас.%. Температура спалаху +58 гр.С, ДСТУ 4840:2007. Виробник: АТ ""ОРЛЕН Летува"" Країна виробництва-LT"
22536|2710194110|"Важкі дистиляти, газойлі: Паливо дизельне клас 1(CS 51), визначений вміст сірки 0,0005 мас%, містить важкі нафтові фракції (та інші нафтопродукти) 36 об.% яки х(включаючи втрати) переганяється при температурі 250оС, та 96 об.% яких (включаючи втрати) переганяється при температурі 350град.С; виробник: ""АТ ""ОРЛЕН Летува"", LT."
22541|2710194110|"Важкі дистиляти, газойлі: паливо дизельне клас 2, (CS 51), LST EN 590:2009+А1, що відповідає ДСТУ 4840:2007, містить важкі нафтові фракції (та інші нафтопродукти) 36об.% яких (включаючи втрати) переганяються при температурі 250 град.С, та 96об.% яких (включаючи втрати) переганяються при температурі 350 град.С., з вмістом сірки 0,0007%, температура спалаху +60 град.С. Виробник АТ""ОРЛЕН Летува"". Країна виробництва - LT."
77405|2710194110|"Важкі дистиляти, газойлі: паливо дизельне ТБД EN 590-10, що відповідаєДСТУ 4840:2007; вага- 823,326 тис.кг. Масова частка сірки 0,0009%; Температура спалаху не нижче 55 град.С (факт.63,0град.С); містить важкі нафтові фракції (та інші нафтопродукти): не більше 65% об. яких переганяється при температурі 250 град.С (факт.44,0%об) (включаючи втрати (1 об.%)); та не менше 85%об. яких переганяється при температурі 350 град.С (факт.96,0%об.) (включаючи втрати (1 об.%)): залишок 1 об.% проби; 95%об. переганяється при температурі не вище 360 град.С (факт.338,1град.С); Цетановий індекс не менш 46 (факт.52,5); Густина при 15 град.С -820-845 кг/м.куб (факт.828,0) кг/м.куб Виробник: СЗАТ ""ТрайплЕнерго"". Країна виробництва -BY. Торгівельна марка-невідома."
